position,channelId,channelTitle,videoId,publishedAt,publishedAtSQL,videoTitle,videoDescription,tags,videoCategoryId,videoCategoryLabel,topicCategories,duration,durationSec,dimension,definition,caption,defaultLanguage,defaultLAudioLanguage,thumbnail_maxres,licensedContent,locationDescription,latitude,longitude,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
183,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",PXdpeTxVB-g,2023-10-24T18:36:43Z,"2023-10-24 18:36:43","TRANSMISSÃO - COLETIVA DE IMPRENSA | ESTAMOS MOBILIZADOS PARA DERRUBAR OS VETOS - DEP. PEDRO LUPION","O presidente da FPA, deputado Pedro Lupion falou sobre a articulação da bancada para garantir a votação dos vetos ao Projeto de Lei do Marco Temporal envolvendo a obstrução da pauta até a garantia do tema ser pautado no Congresso. Lupion ressaltou a importância da parceria com os presidentes da Câmara dos Deputado e Senado Federal, dep. Arthur Lira e Sen. Rodrigo Pacheco, durante o processo.","politica,agronegocio,agro,agronomia,deputado,senador,congresso nacional,pl490,demarcação de terra indigena,indigena,vetos,marco temporal,pedro lupion,fpa,frente parlamentar",25,"News & Politics","Politics,Society",PT8M13S,493,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/PXdpeTxVB-g/maxresdefault.jpg,,,,,329,26,,0,4
184,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",7RGDxeEfXjQ,2023-10-18T06:36:35Z,"2023-10-18 06:36:35","PRESIDENTE DA CRA NO SENADO FEDERAL REFORÇA A NECESSIDADE DE COLOCAR EM VIGOR O MARCO TEMPORAL","O Senador Alan Rick, presidente da Comissão de Agricultura e Reforma Agrária no Senado Federal, abordou as pautas prioritárias para a Bancada na Casa. Ele enfatizou que no projeto de lei do Marco Temporal é fundamental que o governo elabore a forma de indenizar propriedades expropriadas. O deputado Sergio Souza, ex-presidente da FPA, e o deputado Domingos Sávio (PL-MG) também participaram da coletiva, discutindo os Projetos de Lei dos Pesticidas e Licenciamento Ambiental.","LICENCIAMENTO AMBIENTAL,LEITE,LEITEIRO,AGRO,AGRICULTURA,AMBIENTAL,BRASIL,AGRONEGOCIO,POLITICA,DEPUTADO,SENADOR,ALAN RICK,DOMINGOS SAVIO,SERGIO SOUZA,PESTICIDAS,DEFENSIVOS AGRICOLAS,AGROTOXICO",25,"News & Politics","Politics,Society",PT19M9S,1149,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/7RGDxeEfXjQ/maxresdefault.jpg,,,,,152,3,,0,0
185,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",J5jokg4p6d8,2023-10-04T06:47:57Z,"2023-10-04 06:47:57","TRANSMISSÃO - COLETIVA DE IMPRENSA | MERCADO DE CARBONO, PESTICIDAS E PEC DO EQUILÍBRIO DOS PODERES","Na coletiva, os membros da FPA, deputados Domingos Sávio (PL-MG), Sérgio Souza (MDB-PR), Rodolfo Nogueira (PL-MS) e Luiz Nishimori (PSD-PR), discutiram projetos de lei relacionados ao Mercado de Carbono, Pesticidas e à PEC do Equilíbrio dos Poderes. Eles enfatizaram como essas propostas afetam os pequenos e médios agricultores, destacando iniciativas que recompensam a preservação ambiental, como o mercado de crédito de carbono. Além disso, abordaram práticas agrícolas sustentáveis, como o plantio direto, e o projeto de pesticidas que será votado no Senado.","STF,SUPREMO TRIBUNAL FEDERAL,DEPUTADOS,SENADORES,MERCADO DE CARBONO,PESTICIDAS,AGROTOXICO,AGRO,AGRONEGOCIO",25,"News & Politics","Politics,Society",PT21M19S,1279,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/J5jokg4p6d8/maxresdefault.jpg,,,,,92,2,,0,3
186,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",K9RKzPbOx2M,2023-09-28T06:55:17Z,"2023-09-28 06:55:17","Frentes Parlamentares contra a usurpação de competência do STF","Os presidentes das Frente Parlamentares que assinaram a nota oficial junto à FPA, farão hoje o pronunciamento em coletiva repudiando a contínua usurpação de competência pelo Supremo Tribunal Federal em temas como legalização das drogas, descriminalização do aborto, direito de propriedade e legítima defesa, entre outros, manifestando seu firme e integral repúdio às decisões que invadem as competências do Parlamento nos termos do art 49, XI.","STF,SUPERIOR TRIBUNAL FEDERAL,CAMARA DOS DEPUTADOS,DEPUTADOS,SENADO FEDERAL,SENADORES,FRENTES PARLAMENTARES",25,"News & Politics","Politics,Society",PT40M56S,2456,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/K9RKzPbOx2M/maxresdefault.jpg,,,,,3267,147,,0,18
187,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",L3EqzQL31EM,2023-09-27T20:03:05Z,"2023-09-27 20:03:05","Senador Marcos Rogério (PL-RO) sobre o Marco Temporal.",,,25,"News & Politics","Politics,Society",PT1M1S,61,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/L3EqzQL31EM/maxresdefault.jpg,,,,,527,9,,0,1
188,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",M_J_aHUW3AE,2023-09-27T07:22:16Z,"2023-09-27 07:22:16","TRANSMISSÃO - COLETIVA DE IMPRENSA | ATIVISMO JUDICIAL","O Presidente da FPA, Pedro Lupion (PP-PR), concedeu uma coletiva de imprensa acompanhado do senador Marcos Rogério (PL-RO) sobre o Marco Temporal das Demarcações e o Ativismo Judicial que têm impactado projetos e questões pertinentes ao setor produtivo.","STF,POLITICA,FPA,AGRO,AGROPECUARIA,AGRONEGOCIO,CAMARA DOS DEPUTADOS,SENADO FEDERAL,SENADOR,DEPUTADO,PEDRO LUPION",25,"News & Politics","Politics,Society",PT21M52S,1312,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/M_J_aHUW3AE/maxresdefault.jpg,,,,,416,24,,0,4
189,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",_-Gkg5H9wKk,2023-09-19T18:34:44Z,"2023-09-19 18:34:44","TRANSMISSÃO - COLETIVA DE IMPRENSA | LDO (LEI DE DIRETRIZES ORÇAMENTÁRIAS E MARCO TEMPORAL)","O Presidente da FPA, deputado Pedro Lupion (PP-PR), concedeu coletiva de imprensa após a reunião-almoço desta semana (19), junto ao relator da Lei de Diretrizes Orçamentárias (LDO), deputado Danilo Forte (UNIÂO-CE). Esteve na reunião também o autor do projeto de lei que proíbe a desapropriação de terras produtivas, deputado Rodolfo Nogueira (PL-MS).",,25,"News & Politics","Politics,Society",PT15M38S,938,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/_-Gkg5H9wKk/maxresdefault.jpg,,,,,97,8,,0,0
190,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",asbZvjsFdaQ,2023-09-12T19:20:50Z,"2023-09-12 19:20:50","TRANSMISSÃO - COLETIVA DE IMPRENSA | VISITA PRESIDENTE DA EMBRAPA","A presidente da EMBRAPA, Silvia Massruhá, foi a convidada na reunião-almoço da FPA desta semana (12). Em coletiva, a presidente ressaltou a importância de aumentar os recursos financeiros da instituição para que o avanço tecnológico continue a beneficiar milhares de produtores. O presidente da FPA, deputado Pedro Lupion (PP-PR), fez um panorama geral dos assuntos abordados na reunião.",,25,"News & Politics","Politics,Society",PT11M38S,698,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/asbZvjsFdaQ/maxresdefault.jpg,,,,,49,5,,0,0
191,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",KYvyGtleFYo,2023-08-29T19:04:04Z,"2023-08-29 19:04:04","TRANSMISSÃO - COLETIVA DE IMPRENSA | ACORDO MERCOSUL X UNIÃO EUROPEIA","O Presidente da FPA, Pedro Lupion (PP-PR), concedeu uma coletiva de imprensa em que abordou a reunião-almoço desta semana (29), que contou com a presença do Ministro de Relações Exteriores, o Embaixador Mauro Vieira.",,25,"News & Politics","Politics,Society",PT9M30S,570,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/KYvyGtleFYo/maxresdefault.jpg,,,,,57,2,,0,0
192,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",47lu68WDJK0,2023-08-23T07:02:10Z,"2023-08-23 07:02:10","TRANSMISSÃO - COLETIVA DE IMPRENSA DA FPA | MARCO TEMPORAL","O presidente da Frente Parlamentar da Agropecuária, o deputado Pedro Lupion (PP-PR) falou em entrevista de imprensa sobre a reunião desta terça-feira que ouviu a senadora Soraya Thronicke (PODEMOS- MS) que falou acerca das expectativas relacionadas ao Marco Temporal no âmbito do Senado Federal.","AGRO,MARCO TEMPORAL,FRENTE PARLAMENTAR,AGROPECUARIA,POLITICA,INDIGENAS,PROPRIEDADE DE TERRAS",25,"News & Politics","Politics,Society",PT24M26S,1466,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/47lu68WDJK0/maxresdefault.jpg,,,,,119,9,,0,0
193,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",V38mlUVQXqY,2023-08-15T18:18:57Z,"2023-08-15 18:18:57","TRANSMISSÃO - COLETIVA DE IMPRENSA DA FPA | VISITA MINISTRA SIMONE TEBET","Recebemos para a coletiva de imprensa desta semana (15) a Ministra do Planejamento e Orçamento, Simoni Tebet. Ela participou da Reunião-Almoço junto aos membros da bancada, abordando a Reforma Tributária e outros temas prioritários para o setor.",,25,"News & Politics","Politics,Society",PT7M50S,470,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/V38mlUVQXqY/maxresdefault.jpg,,,,,110,12,,0,4
194,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",FYfoX0Cj1CY,2023-08-14T12:21:51Z,"2023-08-14 12:21:51","REFORMA TRIBUTÁRIA | DA TERRA À MESA!","Nós, da Frente Parlamentar da Agropecuária (FPA), estamos discutindo e trabalhando para tornar as coisas mais justas com os impostos. Queremos cuidar do dinheiro das pessoas e garantir que todos possam ter acesso ao alimento de qualidade! 🍽️💰 Nossa ajuda não se resume aos produtores rurais, queremos cuidar de todo mundo. Os passos dados pela FPA são uma vitória para quem está nas feiras, mercados e cozinhas de todo o Brasil. A nossa luta é para que todos tenham comida suficiente, acessível e de qualidade. Acreditamos que todo mundo tem o direito de comer bem e pagar um preço justo por isso. 🍉🥕 Vamos juntos nessa ideia! Compartilhe o vídeo e ajude a mostrar a importância de uma Reforma justa, especialmente quando se trata de comida na mesa do brasileiro. 🇧🇷💚🍽️ Junte-se a nós nessa jornada! Compartilhe este vídeo e ajude a espalhar a importância de uma reforma tributária justa que olha com atenção para a tributação sobre os alimentos. 🇧🇷💚🍽️",,25,"News & Politics","Politics,Society",PT1M28S,88,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/FYfoX0Cj1CY/maxresdefault.jpg,,,,,35056,10,,0,2
195,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",D-WXUR1sQCM,2023-08-08T18:28:36Z,"2023-08-08 18:28:36","TRANSMISSÃO - COLETIVA DE IMPRENSA DA FPA | MARCO TEMPORAL E CRISE NO SETOR LEITEIRO","O deputado Domingos Sávio (PL-MG), membro da Frente Parlamentar da Agropecuária, concedeu coletiva de imprensa e destacou a necessidade de aprovação do Marco Temporal. Ele falou também sobre a importancia da FPA se posicionar sobre a crise no setor leiteiro brasileiro.",,25,"News & Politics","Politics,Society",PT9M56S,596,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/D-WXUR1sQCM/maxresdefault.jpg,,,,,47,3,,0,1
196,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",Y8TjXJoFuqI,2023-08-01T18:43:07Z,"2023-08-01 18:43:07","COLETIVA DE IMPRENSA | REFORMA TRIBUTÁRIA NO SENADO FEDERAL","Recebemos para a coletiva de imprensa da reunião-almoço de retorno dos trabalhos no Congresso Nacional o senador Efraim Filho (UNIÃO BRASIL - PB), relator do GT de Reforma Tributária no Senado.",,25,"News & Politics","Politics,Society",PT10M35S,635,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/Y8TjXJoFuqI/maxresdefault.jpg,,,,,52,1,,0,0
197,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",ExpLaZz941Q,2023-07-18T17:27:27Z,"2023-07-18 17:27:27","A VERDADE QUE NÃO TE CONTARAM SOBRE O AGRO BRASILEIRO!","O #VerdadeAgro traz o resultado de anos de pesquisas compilados em um só lugar. Aqui mostramos as diferentes técnicas, inovações e características que fizeram com que a agropecuária nacional chegasse no patamar em que está hoje: referência mundial quando o assunto é produzir com sustentabilidade e tecnologia.",,25,"News & Politics",Society,PT2M45S,165,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/ExpLaZz941Q/maxresdefault.jpg,,,,,59910,20,,0,6
198,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",ygYpd6CALuM,2023-07-14T14:05:13Z,"2023-07-14 14:05:13","#planosafra #agro #agronegocio #paniconaradio #panico",,,25,"News & Politics",Politics,PT1M1S,61,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/ygYpd6CALuM/maxresdefault.jpg,,,,,154,5,,0,0
199,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",Ty74veJs7ZE,2023-07-14T13:57:29Z,"2023-07-14 13:57:29","#agro #agronegocio #politics #politicalnews #agronomia",,,25,"News & Politics","Politics,Society",PT1M,60,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/Ty74veJs7ZE/maxresdefault.jpg,,,,,2185,133,,0,5
200,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",z4B4fSnYvKQ,2023-06-23T15:11:35Z,"2023-06-23 15:11:35","Entrevista do presidente da FPA para o programa ""Papo com o Editor""/ Reforma Tributária","Confira a entrevista completa do presidente da Frente Parlamentar da Agropecuária, deputado Pedro Lupion (PP-PR) ao programa ""Papo com o Editor"" do Broadcast TV, que debateu sobre o Plano Safra 2023/2024 e a Reforma Tributária.",,25,"News & Politics","Politics,Society,Television_program",PT24M49S,1489,2d,hd,false,,pt-BR,,,,,,118,4,,0,0
201,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",JWa1vV9lHO0,2023-06-21T07:31:20Z,"2023-06-21 07:31:20","TRANSMISSÃO - COLETIVA DE IMPRENSA DA FPA | PLANO SAFRA","O ministro do Desenvolvimento Agrário e Agricultura Familiar do Brasil, Paulo Teixeira, concedeu coletiva de imprensa ao lado do presidente da FPA, o deputado Pedro Lupion (PP-PR). Paulo Teixeira falou sobre o Plano Safra e assuntos relevantes para o setor.",,25,"News & Politics","Politics,Society",PT21M34S,1294,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/JWa1vV9lHO0/maxresdefault.jpg,,,,,103,2,,0,0
202,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",sMbBC_y04ps,2023-06-13T18:20:14Z,"2023-06-13 18:20:14","TRANSMISSÃO COLETIVA DE IMPRENSA | REFORMA TRIBUTÁRIA","TRANSMISSÃO - COLETIVA DE IMPRENSA DA FPA O ex-presidente da bancada, deputado Sergio Souza (MDB-PR), concede coletiva de imprensa, hoje (13), sobre a reunião-almoço na sede da Frente Parlamentar da Agropecuária, que teve como tema a Reforma Tributária.",,25,"News & Politics","Politics,Society",PT5M54S,354,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/sMbBC_y04ps/maxresdefault.jpg,,,,,47,1,,0,3
203,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",G1lkTxbwodU,2023-05-30T18:25:15Z,"2023-05-30 18:25:15","COLETIVA DE IMPRENSA FPA | MARCO TEMPORAL","COLETIVA DE IMPRENSA FPA | MARCO TEMPORAL O presidente da FPA, deputado Pedro Lupion (PP-PR) fala hoje (30), na sede da Frente Parlamentar da Agropecuária, sobre o PL 490 que trata do Marco Temporal para demarcação de terras indígenas. O objetivo é debater os principais pontos acerca do tema.",,25,"News & Politics","Politics,Society",PT8M19S,499,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/G1lkTxbwodU/maxresdefault.jpg,,,,,232,13,,0,0
204,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",a8JColeSB9Y,2023-05-24T18:06:54Z,"2023-05-24 18:06:54","MARCO TEMPORAL E DEMARCAÇÃO DE TERRAS INDIGENAS. TUDO O QUE VOCÊ PRECISA SABER!","Marco Temporal | A aprovação do PL 490/07 é de extrema importância para garantir segurança jurídica e o direito de propriedade no contexto das demarcações de terras indígenas. É crucial ressaltar que esse projeto também reforça o ressarcimento aos proprietários rurais que tiverem suas terras expropriadas. Se houver justiça, há espaço para todos. A bancada repudia as mentiras e trabalha para desconstruir argumentos falsos e enganosos nas redes sociais, especialmente aqueles que alegam que a proposta retira os direitos indígenas. Um direito não pode se sobrepor a outro.",,25,"News & Politics",Society,PT1M56S,116,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/a8JColeSB9Y/maxresdefault.jpg,,,,,2119,5,,0,3
205,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",zjQPQXhTaX8,2023-05-23T18:14:17Z,"2023-05-23 18:14:17","COLETIVA DE IMPRENSA FPA | VISITA SECRETÁRIO ADJUNTO SUBSTITUTO DE POLITICA AGRÍCOLA DO MAPA","O vice-presidente da FPA na Câmara, o deputado Arnaldo Jardim (CIDADANIA-SP) concede coletiva de imprensa para dar um panorama dos temas conversados na reunião-almoço desta terça-feira (23). No encontro dessa semana os membros da bancada se reuniram com o secretário adjunto substituto de Politica Agrícola do MAPA, Wilson Vaz, e discutiram temas vitais para o setor",,25,"News & Politics","Politics,Society",PT16M10S,970,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/zjQPQXhTaX8/maxresdefault.jpg,,,,,39,3,,0,1
206,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",e6uFR8p0liM,2023-05-18T19:47:56Z,"2023-05-18 19:47:56","Presidente da CPI das Invasões de Terras afirma: ""Vamos investigar quem financia as invasões!""","O Deputado Tenente Coronel Zucco (Republicanos-SC), presidente da CPI das Invasões fala sobre o que se espera sobre a Comissão. Financiamentos, crimes, invasões e todas as pautas relacionadas ao combate aos grupos criminosos que vem ameçando a paz no campo.",,24,Entertainment,"Politics,Society",PT5M2S,302,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/e6uFR8p0liM/maxresdefault.jpg,,,,,1182,30,,0,5
207,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",bpN1QuFgEi4,2023-05-16T21:11:04Z,"2023-05-16 21:11:04","O SENADOR ZEQUINHA MARINHO (PL-PA) EM DISCURSO NO SENADO FEDERAL",,,24,Entertainment,"Politics,Society",PT7M38S,458,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/bpN1QuFgEi4/maxresdefault.jpg,,,,,1458,34,,0,5
208,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",K7ahyCZQlZo,2023-05-16T19:16:55Z,"2023-05-16 19:16:55","COLETIVA DE IMPRENSA FPA | FPA RECEBE O VICE-PRESIDENTE GERALDO ALCKMIN","A Frente Parlamentar da Agropecuária recebeu o vice-presidente da República e ministro do Desenvolvimento, Indústria, Comércio e Serviços, Geraldo Alckmin para debater as pautas prioritárias do setor agropecuário.",,24,Entertainment,"Politics,Society",PT8M19S,499,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/K7ahyCZQlZo/maxresdefault.jpg,,,,,195,8,,0,0
209,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",6mKKMZ7iEks,2023-05-16T12:05:21Z,"2023-05-16 12:05:21","Presidente da FPA o deputado Pedro Lupion (PP-PR), em entrevista ao programa Em Ponto na CNN","Presidente da FPA o deputado Pedro Lupion (PP-PR), em entrevista ao programa Em Ponto na CNN",,24,Entertainment,"Politics,Society",PT9M44S,584,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/6mKKMZ7iEks/maxresdefault.jpg,,,,,148,5,,0,5
210,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",MC0TNGqP2Zo,2023-05-09T18:56:56Z,"2023-05-09 18:56:56","COLETIVA DE IMPRENSA | PL 490/07 MARCO TEMPORAL","A Frente Parlamentar da Agropecuária recebeu durante a coletiva de imprensa da reunião-almoço da FPA, a visita do deputado Federal Arthur Maia (União-BA) para debater sobre o PL 490/2007, um tema importante que trata do marco temporal e da segurança jurídica no Brasil.",,24,Entertainment,"Politics,Society",PT14M49S,889,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/MC0TNGqP2Zo/maxresdefault.jpg,,,,,128,7,,0,2
211,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",QEqPRwFi69E,2023-05-04T20:50:19Z,"2023-05-04 20:50:19","SENADORA TEREZA CRISTINA (PP-MT) FALA SOBRE CPI DE INVASÕES DE TERRA","Durante sua participação no programa Estúdio I nesta quinta-feira (4), da Globonews, a senadora e membro da Frente Parlamentar da Agropecuária, Tereza Cristina (PP-MS) ressaltou a importância do Governo Federal agir com firmeza diante das invasões criminosas de propriedades realizadas por membros de movimentos sociais em diversos estados brasileiros",,25,"News & Politics","Politics,Society,Television_program",PT18M13S,1093,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/QEqPRwFi69E/maxresdefault.jpg,,,,,212,15,,0,0
212,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",ViKecefEZo0,2023-05-02T18:49:50Z,"2023-05-02 18:49:50","COLETIVA DE IMPRENSA | 1° VISITA DO MINISTRO DA AGRICULTURA E PECUÁRIA À FPA","COLETIVA DE IMPRENSA | 1° VISITA DO MINISTRO DA AGRICULTURA E PECUÁRIA À FPA Os membros da Frente Parlamentar da Agropecuária (FPA) se reuniram com o ministro da Agricultura, Carlos Fávaro, nesta terça-feira (02), para discutir as pautas prioritárias do setor no país.",,25,"News & Politics","Politics,Society",PT14M53S,893,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/ViKecefEZo0/maxresdefault.jpg,,,,,110,3,,0,0
213,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",JSMiWo9mLKs,2023-04-25T19:19:05Z,"2023-04-25 19:19:05","COLETIVA DE IMPRENSA - MARCO TEMPORAL PARA DEMARCAÇÃO INDIGENA","Membros da Frente Parlamentar da Agropecuária (FPA) recebem, nesta terça-feira (25), o governador do Paraná, Ratinho Junior, e o governador de Goiás, Ronaldo Caiado, para debater a onda de invasões de propriedades no País e o marco temporal para demarcação de indígenas.",,24,Entertainment,"Politics,Society",PT17M7S,1027,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/JSMiWo9mLKs/maxresdefault.jpg,,,,,317,5,,0,7
214,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",_XDZw_npZ4Y,2023-04-19T06:55:20Z,"2023-04-19 06:55:20","TRANSMISSÃO COLETIVA DE IMPRENSA | BIOCOMBUSTÍVEIS","Biocombustíveis | Membros da Frente Parlamentar da Agropecuária (FPA) recebem nesta terça-feira (18) o secretário de Petróleo, Gás Natural e Biocombustíveis, do Ministério de Minas e Energia, Pietro Adamo Sampaio Mendes, para debater a política nacional dos biocombustíveis, com o objetivo de reduzir o custo de produção para o setor agropecuário.",,25,"News & Politics","Politics,Society",PT27M34S,1654,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/_XDZw_npZ4Y/maxresdefault.jpg,,,,,85,6,,0,0
215,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",6Dfz9yW_KoQ,2023-04-18T13:28:39Z,"2023-04-18 13:28:39","JORNAL NACIONAL DESTACA FALA DO DEP. PEDRO LUPION (PP-PR), PRESIDENTE DA FPA CONTRA INVASÕES DO MST","O Jornal Nacional destaca a fala do presidente da Frente Parlamentar da Agropecuária (FPA), deputado Pedro Lupion (PP-PR) que usou sua conta no Twitter para posicionar contra a série de invasões em propriedades rurais e prédios públicos, coordenadas em várias regiões do país pelo MST.",,25,"News & Politics","Politics,Society,Television_program",PT3M38S,218,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/6Dfz9yW_KoQ/maxresdefault.jpg,,,,,3272,64,,0,11
216,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",pR-wKhSz4n4,2023-04-13T13:46:46Z,"2023-04-13 13:46:46","O DEPUTADO KIM KATAGUIRI (UNIÃO-SP) DEBATE NA CNN SOBRE O ABRIL VERMELHO",,,24,Entertainment,"Politics,Society",PT14M27S,867,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/pR-wKhSz4n4/maxresdefault.jpg,,,,,2223,67,,0,15
217,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",cJ-bEeB8_hY,2023-04-13T13:46:45Z,"2023-04-13 13:46:45","O DEP. PEDRO LUPION (PP-PR) PRESIDENTE DA FPA DEBATEU AO VIVO NA CNN SOBRE AS AMEAÇAS DE INVASÕES",,,24,Entertainment,"Politics,Society",PT18M10S,1090,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/cJ-bEeB8_hY/maxresdefault.jpg,,,,,297,7,,0,2
218,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",fe0lG4uQh6k,2023-04-13T13:46:45Z,"2023-04-13 13:46:45","CNN repercute Reunião da FPA sobre CPI do MST e Reforma Tributária","CNN repercute Reunião da FPA sobre CPI do MST e Reforma Tributária",,24,Entertainment,"Politics,Society",PT16M18S,978,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/fe0lG4uQh6k/maxresdefault.jpg,,,,,845,16,,0,9
219,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",iXoul6ilrk4,2023-04-13T13:46:45Z,"2023-04-13 13:46:45","Deputado Tenente Coronel Zucco (REPUBLICANOS-RS) em debate na CNN sobre a CPI do MST","Deputado Tenente Coronel Zucco (REPUBLICANOS-RS) em debate na CNN sobre a CPI do MST",,24,Entertainment,"Politics,Society",PT14M48S,888,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/iXoul6ilrk4/maxresdefault.jpg,,,,,1878,56,,0,17
220,UC3eubvs92qmFPGMyDLSpleA,"Frente Parlamentar da Agropecuária (FPA)",lGxlTNWdO20,2023-04-13T13:46:45Z,"2023-04-13 13:46:45","Entrevista Pedro Lupion - Reforma Tributária (CNN)","O presidente da Frente Parlamentar da Agropecuária, o deputado Pedro Lupion (PP-PR) concedeu uma entrevista a CNN Brasil sobre a reforma tributária e a visão do setor agro sobre o assunto.",,24,Entertainment,"Politics,Society",PT12M14S,734,2d,hd,false,,pt-BR,https://i.ytimg.com/vi/lGxlTNWdO20/maxresdefault.jpg,,,,,107,3,,0,0
